StationId,PM2.5,PM10,NO,NO2,NOx,SO2
DL010,159.6,322.03,156.83,69.81,163.93,19.06
DL010,203.72,350.18,90.66,52.06,101.56,22.08
DL010,209.5,406.5,22.83,95.06,69.18,14.54
DL010,114.39,167.69,16.96,55.88,43.55,15.35
DL010,77.75,205.2,38.93,49.54,58.11,13.97
DL010,100.11,306.7,39.43,60.46,64.31,16.51
DL010,98.72,294.63,42.66,64.16,68.9,6.56
DL010,123.28,328.67,81.83,55.72,96.35,16.89
DL010,135.57,302.58,48.36,56.31,69.36,18.61
DL010,156.31,351.71,85.28,68.95,119.21,19.69
DL010,190.08,494.38,149.48,95.3,180.46,20.06
DL010,175.83,384.14,53.86,65.24,78.6,20.3
DL010,137.43,341.42,83.36,61.32,100.57,22.35
DL010,169.73,383.6,114.14,75.19,131.39,20.17
DL010,181.59,358.31,42.51,58.05,65.54,19.79
DL010,176.85,400.97,56.3,66.9,81.48,20.45
DL010,228.59,449.37,107.54,80.78,128.36,20.74
DL010,247.96,533.85,178.76,87.74,192.42,21.07
DL010,208.99,421.19,51.64,69.47,79.04,23.25
DL010,142.62,300.21,22.71,50.09,45.15,30.93
DL010,96.72,226.89,23.52,48.8,45.12,19.38
DL010,115.11,289.25,29.81,61.8,57.2,28.07
DL010,150.57,326.5,83.02,75.09,106.63,32.66
DL010,173.26,405.79,82.77,78.11,109.03,24.98
DL010,157.03,390.23,86.51,73.02,108.77,36.16
DL010,123.67,362.6,113.63,75.92,133.0,27.93
DL010,99.26,286.65,6.22,50.23,31.78,15.02
DL010,59.26,106.09,4.82,37.17,23.7,7.66
DL010,72.55,264.1,68.1,66.97,91.14,8.18
DL010,123.34,268.78,39.88,54.76,61.64,7.99
DL010,84.06,250.31,41.38,60.61,65.97,8.58
DL010,153.76,351.24,47.76,59.49,70.58,16.24
DL010,157.07,420.26,82.59,70.28,104.72,21.97
DL010,107.23,275.78,31.46,71.79,63.83,21.74
DL010,89.87,204.68,6.95,49.55,32.02,17.22
DL010,60.07,143.38,6.62,43.39,28.47,16.96
DL010,42.07,184.7,36.62,54.49,58.64,19.27
DL010,105.78,351.5,103.06,68.91,120.68,24.02
DL010,105.64,337.3,69.59,63.94,90.75,22.19
DL010,81.57,257.39,45.94,65.21,72.14,21.99
DL010,28.27,79.18,9.98,40.15,29.5,20.43
DL010,20.78,40.54,11.55,45.88,33.83,16.19
DL010,48.7,156.49,38.31,56.02,61.02,15.96
DL010,73.68,203.33,60.83,50.76,76.62,13.7
DL010,94.7,269.49,30.91,47.07,50.2,16.78
DL010,95.02,254.03,12.87,39.22,31.36,25.57
DL010,55.62,145.72,8.57,43.31,30.02,22.8
DL010,53.35,212.98,25.14,45.6,44.76,22.11
DL010,75.29,285.12,23.48,54.43,48.09,26.82
DL010,42.59,118.71,12.3,42.9,32.85,19.74
DL010,84.5,206.04,19.25,50.36,42.48,22.26
DL010,89.04,249.55,39.27,46.11,56.55,24.63
DL010,96.27,261.93,41.0,53.18,61.72,22.22
DL010,100.6,287.74,34.3,55.04,57.25,22.56
DL010,100.74,265.39,28.98,51.71,51.14,24.31
DL010,92.51,287.02,30.58,71.13,62.76,21.86
DL010,85.57,253.08,45.13,57.78,67.52,22.57
DL010,83.86,158.89,8.87,36.72,26.76,21.73
DL010,60.98,173.28,5.76,30.4,20.87,26.41
DL010,52.58,121.15,5.16,32.63,21.57,19.7
DL010,37.66,72.71,5.71,22.6,16.66,16.89
DL010,43.73,80.52,3.74,18.19,12.73,19.55
DL010,30.93,50.56,3.63,15.1,11.0,17.86
DL010,18.8,36.45,4.49,18.01,13.24,14.03
DL010,36.0,71.02,2.88,13.08,9.28,15.17
DL010,45.01,81.5,2.17,14.18,9.28,15.11
DL010,35.58,74.25,2.03,12.38,8.25,13.17
DL010,34.67,68.09,4.95,13.92,10.98,15.8
DL010,29.67,65.98,3.3,12.27,8.04,12.8
DL010,41.36,78.73,2.43,13.52,9.18,17.78
DL010,56.86,104.92,2.58,17.84,11.59,17.96
DL010,66.8,116.24,2.59,20.82,13.19,18.6
DL010,60.75,115.02,2.93,18.93,12.32,14.52
DL010,51.65,128.99,3.13,13.01,9.26,20.59
DL010,34.44,86.83,2.12,11.22,7.61,16.74
DL010,43.94,88.3,2.16,14.18,9.3,19.76
DL010,92.11,170.57,4.78,26.52,18.01,25.72
DL010,49.68,116.86,4.33,23.55,16.06,19.07
DL010,44.81,100.25,2.15,13.61,9.0,19.89
DL010,82.84,178.35,5.01,25.92,17.85,30.56
DL010,80.49,210.36,3.76,27.56,17.72,24.11
DL010,55.88,193.92,5.36,24.36,17.3,19.36
DL010,74.17,198.73,7.75,22.8,18.3,20.1
DL010,24.88,87.94,1.84,12.46,8.13,20.42
DL010,24.09,107.66,1.99,12.73,8.39,16.8
DL010,37.08,79.8,2.93,18.33,12.14,19.49
DL010,52.19,125.76,7.29,26.07,19.8,15.95
DL010,31.76,81.52,2.31,14.48,9.59,16.83
DL010,76.54,161.49,4.84,24.91,17.2,25.26
DL010,48.53,131.31,2.84,23.14,14.6,22.81
DL010,59.51,131.42,2.67,22.43,14.11,21.49
DL010,25.36,90.36,2.08,14.47,9.38,12.71
DL010,36.84,99.59,2.02,12.77,8.44,16.93
DL010,24.86,51.21,2.08,11.44,7.78,11.76
DL010,33.94,76.27,2.1,13.71,9.01,15.27
DL010,55.4,121.26,2.42,18.51,11.82,14.3
DL010,52.83,125.57,2.38,14.55,9.69,15.14
DL010,57.66,148.97,2.57,17.59,11.41,15.69
DL010,33.89,114.45,2.13,10.69,7.43,12.46
DL010,29.75,72.74,2.14,11.3,7.76,12.59
DL010,23.59,63.43,3.04,17.34,11.7,13.05
DL010,57.47,128.45,3.66,21.29,14.31,15.0
DL010,49.89,179.39,3.2,22.37,14.52,14.22
DL010,34.39,99.29,2.36,17.5,11.24,12.78
DL010,48.74,130.43,2.46,18.78,11.99,13.59
DL010,54.16,147.99,2.14,15.72,10.11,14.33
DL010,42.59,116.64,2.58,14.08,9.6,13.82
DL010,38.01,100.41,2.62,16.0,10.66,11.26
DL010,40.45,101.05,2.44,15.47,10.23,12.24
DL010,62.72,163.65,2.71,19.5,12.59,14.61
DL010,44.77,114.6,3.76,22.94,15.27,11.7
DL010,42.79,106.0,3.12,19.45,12.89,15.47
DL010,74.16,149.48,2.9,21.38,13.73,18.0
DL010,104.06,206.7,4.59,28.94,19.12,35.57
DL010,99.35,200.94,5.11,34.8,22.67,30.92
DL010,116.57,249.09,6.79,41.87,27.8,35.8
DL010,71.59,187.16,6.85,32.82,23.04,28.73
DL010,58.41,190.67,13.33,37.39,30.76,26.66
DL010,65.22,211.17,8.67,46.18,31.62,27.17
DL010,52.55,201.56,6.02,35.57,23.83,23.41
DL010,41.57,183.26,3.75,20.99,14.23,26.5
DL010,63.05,195.1,4.9,30.73,20.34,34.89
DL010,49.54,253.67,24.47,41.52,42.02,20.27
DL010,36.08,182.61,4.58,28.09,18.67,17.01
DL010,34.46,262.8,3.05,14.86,10.4,17.36
DL010,21.89,73.91,3.19,18.56,12.47,13.83
DL010,18.77,79.54,3.94,18.0,12.76,16.48
DL010,16.57,43.67,3.46,15.86,11.26,18.92
DL010,33.51,112.58,3.97,28.43,18.37,15.18
DL010,40.58,143.07,4.34,26.75,17.76,13.68
DL010,39.73,162.19,5.07,29.36,19.76,16.23
DL010,68.16,229.71,10.65,40.45,30.21,17.79
DL010,30.62,116.69,5.06,31.78,21.04,14.51
DL010,33.07,125.35,4.42,23.14,15.92,13.88
DL010,38.18,105.0,5.26,29.22,19.83,13.22
DL010,40.17,134.8,4.88,29.39,19.61,15.82
DL010,57.29,220.26,5.22,39.24,25.13,17.16
DL010,41.06,172.76,15.8,40.18,34.26,17.44
DL010,42.48,190.27,11.56,42.67,32.09,11.33
DL010,59.48,206.73,4.95,38.9,24.7,9.08
DL010,47.62,169.24,4.45,28.94,19.02,6.6
DL010,59.2,167.47,4.69,34.04,21.93,6.43
DL010,43.58,159.82,7.93,37.68,26.51,6.53
DL010,37.34,152.2,4.93,35.22,22.75,6.85
DL010,29.52,116.77,3.71,21.99,14.73,6.8
DL010,32.59,136.36,4.61,24.07,16.56,10.48
DL010,48.34,249.5,4.82,21.82,15.53,7.81
DL010,28.1,147.6,6.07,24.57,18.01,6.53
DL010,31.18,99.42,4.05,26.06,17.16,6.54
DL010,32.98,80.26,3.96,24.54,16.28,6.85
DL010,25.47,75.71,3.84,17.81,12.61,6.66
DL010,25.14,68.54,4.14,17.41,12.63,6.39
DL010,23.68,78.7,4.73,23.28,16.24,5.42
DL010,46.85,137.07,6.38,28.96,20.61,5.46
DL010,33.96,173.89,8.11,24.32,19.56,5.71
DL010,50.89,373.14,9.56,28.63,23.02,5.68
DL010,36.55,226.69,7.96,22.49,18.45,5.8
DL010,34.36,106.7,3.97,21.19,14.52,5.14
DL010,41.25,140.75,3.17,22.4,14.5,4.9
DL020,383.17,613.33,95.23,82.66,121.58,25.89
DL020,372.98,629.31,43.57,83.94,80.16,30.74
DL020,323.12,538.83,88.21,101.68,125.94,29.42
DL020,140.04,238.21,26.33,75.48,61.6,25.84
DL020,130.08,213.31,20.01,47.91,41.8,21.67
DL020,187.5,311.83,17.78,36.47,33.88,24.69
DL020,178.01,374.35,31.92,50.92,53.12,20.71
DL020,210.04,394.29,64.5,55.45,82.07,23.55
DL020,194.83,380.56,26.85,54.25,50.74,22.51
DL020,292.9,531.9,78.5,77.3,105.1,21.1
DL020,271.12,474.73,227.69,304.91,347.61,27.97
DL020,180.0,419.31,285.05,250.16,357.29,32.0
DL020,256.46,490.73,73.46,66.56,95.35,34.48
DL020,141.88,326.58,23.41,50.94,46.18,24.74
DL020,172.15,345.54,40.99,56.55,63.55,21.79
DL020,300.21,519.74,60.14,69.41,86.0,26.7
DL020,313.51,584.54,114.93,94.7,144.09,17.78
DL020,253.28,434.11,120.88,82.65,142.59,20.33
DL020,301.91,522.31,70.6,64.17,91.63,17.88
DL020,254.86,467.26,42.8,57.59,65.49,18.45
DL020,209.16,398.38,30.78,53.18,53.4,21.26
DL020,194.65,421.46,63.89,54.57,81.21,23.52
DL020,226.52,450.29,69.36,54.94,85.66,23.9
DL020,315.85,525.43,95.52,62.35,110.91,20.1
DL020,264.98,517.72,74.26,51.35,87.87,20.87
DL020,312.0,624.36,117.62,47.24,120.8,20.71
DL020,246.48,506.27,21.74,21.61,29.54,20.36
DL020,239.46,521.86,22.62,22.26,30.26,21.82
DL020,258.04,551.94,33.93,24.35,40.73,22.82
DL020,272.02,585.05,40.33,31.69,49.72,21.49
DL020,260.76,578.84,32.25,32.2,43.37,19.58
DL020,175.61,394.21,18.5,24.57,28.15,18.45
DL020,85.83,206.2,6.36,16.02,13.7,17.53
DL020,113.54,276.28,7.44,15.44,14.28,17.95
DL020,121.74,308.72,7.97,17.09,15.58,18.32
DL020,155.81,357.3,9.46,18.07,17.33,22.21
DL020,271.24,504.25,41.07,39.75,54.6,22.91
DL020,318.3,522.53,62.51,61.31,83.66,28.07
DL020,243.07,471.21,50.85,61.98,74.37,27.16
DL020,344.76,575.98,76.49,62.56,95.71,28.28
DL020,327.35,528.48,61.54,62.14,83.17,27.28
DL020,368.89,548.76,79.76,75.32,105.6,27.66
DL020,591.39,617.21,190.85,88.86,203.52,28.21
DL020,525.1,749.18,87.89,71.87,109.83,27.98
DL020,345.85,536.54,41.94,51.74,61.63,25.57
DL020,365.17,487.48,77.85,60.52,98.75,28.86
DL020,471.39,609.43,142.23,67.22,151.68,28.41
DL020,359.1,543.23,36.97,50.06,56.75,26.26
DL020,334.26,586.93,74.45,55.91,90.38,27.61
DL020,363.0,547.8,108.17,59.42,122.48,34.25
DL020,445.41,683.07,104.47,61.03,117.62,29.56
DL020,357.69,515.14,78.71,62.19,97.28,28.95
DL020,475.17,691.92,136.49,84.68,156.18,28.23
DL020,451.59,623.21,39.17,58.07,62.83,23.92
DL020,318.1,472.87,39.64,47.12,57.41,24.5
DL020,369.79,592.96,89.23,73.51,111.84,25.24
DL020,183.6,293.58,10.57,45.72,33.0,23.26
DL020,236.95,439.23,19.39,43.44,38.91,25.82
DL020,211.94,388.69,22.89,42.21,41.1,25.98
DL020,174.54,389.58,18.57,45.46,39.29,27.62
DL020,237.31,419.71,54.47,47.76,69.72,24.4
DL020,279.08,658.46,106.23,48.92,112.58,27.91
DL020,298.98,703.57,91.42,64.6,109.05,31.88
DL020,194.08,481.58,42.18,47.51,59.6,28.47
DL020,124.75,393.81,8.6,32.13,24.1,27.84
DL020,168.5,444.98,19.25,38.68,36.26,30.57
DL020,269.01,511.19,109.81,71.7,127.62,31.51
DL020,399.72,715.2,100.18,76.84,122.49,30.25
DL020,260.73,431.72,52.13,61.47,75.22,27.79
DL020,360.71,523.82,100.04,65.25,116.26,32.83
DL020,477.08,593.89,246.67,92.15,263.24,31.53
DL020,192.52,283.43,82.4,76.26,107.71,26.09
DL020,49.1,75.67,16.81,52.01,41.45,26.87
DL020,104.17,199.08,46.94,50.21,65.01,21.13
DL020,105.73,274.21,38.43,53.17,59.59,39.44
DL020,79.52,178.34,15.15,43.34,35.42,35.23
DL020,113.77,222.72,11.87,40.46,31.2,28.62
DL020,117.09,263.84,17.38,45.29,38.29,26.56
DL020,122.04,300.27,15.02,46.91,37.23,26.48
DL020,146.39,372.57,28.35,55.66,52.62,27.3
DL020,205.89,423.85,72.12,65.6,93.73,28.6
DL020,206.38,326.58,104.18,74.2,124.25,30.32
DL020,120.88,242.4,26.11,64.45,55.57,30.24
DL020,121.48,259.29,18.09,44.3,38.3,29.04
DL020,82.22,159.88,17.71,42.09,36.82,28.08
DL020,188.0,321.58,43.21,52.19,63.05,28.52
DL020,353.26,592.04,178.27,86.92,191.72,32.62
DL020,187.33,310.33,48.89,66.64,75.29,30.13
DL020,69.5,110.67,14.78,43.59,35.27,28.34
DL020,102.44,238.06,18.66,42.86,38.01,30.63
DL020,106.25,335.65,18.27,41.81,37.07,30.7
DL020,199.52,467.56,66.55,51.96,81.99,29.08
DL020,221.83,477.96,84.85,57.62,99.94,29.8
DL020,251.65,403.92,40.78,63.11,66.75,32.28
DL020,225.94,356.98,70.5,83.76,102.02,30.32
DL020,161.44,236.48,33.18,73.52,66.13,27.9
DL020,147.36,347.19,25.78,50.53,47.86,29.94
DL020,112.3,312.57,16.07,31.46,29.86,34.96
DL020,117.44,384.8,23.2,37.53,38.96,49.24
DL020,111.43,327.07,26.62,56.16,51.54,29.5
DL020,116.22,218.91,25.77,48.59,46.84,29.81
DL020,83.04,142.58,42.99,59.87,66.87,37.8
DL020,79.21,133.48,58.44,53.9,76.26,33.25
DL020,71.32,127.73,20.96,26.42,31.22,33.38
DL020,68.44,119.83,12.42,31.94,27.12,36.63
DL020,89.47,134.74,19.53,41.14,37.8,34.7
DL020,81.05,116.76,41.73,50.16,60.67,35.31
DL020,50.45,76.94,24.9,55.09,49.61,40.59
DL020,54.06,105.84,17.17,39.74,35.15,34.53
DL020,154.65,375.56,44.66,40.01,57.66,33.62
DL020,157.52,311.41,20.46,37.15,36.51,25.42
DL020,170.98,214.59,29.39,60.12,55.9,17.5
DL020,76.08,118.0,16.55,43.1,36.4,16.17
DL020,121.92,149.02,39.15,33.53,49.76,16.36
DL020,108.79,139.66,12.06,33.22,27.5,16.94
DL020,133.48,152.04,27.29,39.26,43.48,17.05
DL020,137.04,211.27,35.06,40.72,50.2,16.97
DL020,136.4,434.45,35.67,41.88,51.23,16.77
DL020,110.85,333.31,8.57,29.73,22.81,16.72
DL020,96.57,332.04,11.38,38.28,29.65,14.28
DL020,90.0,266.27,18.3,59.52,46.59,13.22
DL020,84.88,196.23,10.83,36.54,28.24,19.34
DL020,122.77,189.33,21.5,49.57,43.91,20.51
DL020,88.94,101.9,27.94,45.77,47.13,17.49
DL020,86.93,93.35,20.66,39.49,37.77,16.79
DL020,108.5,216.04,8.15,33.42,24.4,20.3
DL020,157.88,369.33,23.64,36.96,38.9,22.5
DL020,157.06,397.73,26.75,45.99,46.25,23.3
DL020,164.9,419.88,41.5,50.98,60.94,23.73
DL020,95.6,303.94,35.15,55.7,58.29,18.44
DL020,109.0,210.0,7.54,27.88,20.97,18.79
DL020,72.04,266.02,6.26,26.63,19.26,18.15
DL020,66.33,260.74,6.27,34.82,23.6,17.59
DL020,71.62,233.41,10.9,38.78,29.51,15.76
DL020,80.52,213.71,9.61,28.81,23.16,16.88
DL020,113.6,317.88,8.5,31.03,23.46,18.26
DL020,112.92,310.02,10.6,34.85,27.16,20.0
DL020,151.96,386.02,40.78,44.26,56.75,23.83
DL020,119.81,349.98,22.62,44.17,41.93,22.87
DL020,102.21,323.75,37.81,42.86,53.63,19.54
DL020,86.33,359.56,7.37,30.31,22.11,19.77
DL020,93.0,299.75,10.38,33.98,26.56,20.06
DL020,110.29,302.31,15.96,38.11,33.26,18.85
DL020,132.19,369.58,14.41,40.11,33.05,21.74
DL020,151.06,467.04,64.38,52.54,80.44,17.2
DL020,144.94,404.41,39.77,49.25,58.57,17.36
DL020,100.0,430.35,13.39,38.76,31.51,21.55
DL020,145.65,406.32,13.34,41.58,33.0,22.96
DL020,56.54,313.46,15.85,39.68,33.99,16.03
DL020,98.73,355.94,24.91,46.08,44.8,23.25
DL020,110.56,354.21,30.68,37.06,44.67,22.15
DL020,73.31,337.92,15.56,35.12,31.35,19.16
DL020,57.67,343.94,11.38,30.07,25.29,23.5
DL020,85.76,375.0,16.77,30.21,29.78,24.13
DL020,80.47,267.77,4.84,22.44,15.88,23.93
DL020,59.83,292.42,17.7,31.97,31.43,19.6
DL020,46.86,261.08,13.06,28.34,25.72,16.14
DL020,18.62,69.48,5.97,27.97,19.74,16.89
DL020,41.62,118.23,6.78,28.13,20.5,18.15
DL020,113.6,240.73,8.61,33.19,24.68,18.97
DL020,129.94,298.42,25.54,46.47,45.54,18.65
DL020,134.96,314.0,26.52,41.06,43.48,19.16
DL020,113.08,357.46,15.68,40.91,34.54,19.05
DL020,135.4,419.15,16.22,38.97,33.98,22.79
DL020,81.73,323.19,3.52,41.81,25.09,18.8
DL020,75.69,309.29,2.87,32.7,19.75,15.61
DL020,99.89,403.06,6.63,31.89,22.41,21.25
DL020,94.01,494.04,4.34,28.14,18.5,21.89
DL020,94.96,410.1,3.29,30.85,19.11,24.17
DL020,129.7,435.23,10.76,43.21,31.7,26.33
DL020,102.48,332.25,22.33,60.16,50.19,19.07
DL020,101.0,355.17,16.05,47.43,38.29,16.68
DL020,81.94,305.73,4.37,31.28,20.17,19.78
DL020,60.42,162.75,3.08,32.35,19.72,20.91
DL020,129.67,252.62,9.73,35.71,26.92,20.2
DL020,74.35,336.0,5.71,32.17,21.77,18.13
DL020,178.88,502.77,24.55,45.54,44.26,34.44
DL020,183.48,560.85,65.85,55.37,83.19,32.44
DL020,235.35,621.85,40.28,51.01,59.94,27.1
DL020,199.94,617.94,24.62,50.72,47.07,20.76
DL020,113.19,441.39,8.38,36.42,26.19,16.5
DL020,126.34,381.18,5.27,30.77,20.67,13.67
DL020,217.32,520.07,2.66,27.18,16.62,21.49
DL020,261.35,486.25,8.56,39.47,27.97,23.64
DL020,84.38,219.56,5.1,30.53,20.39,12.6
DL020,132.33,294.75,23.76,54.08,48.13,13.6
DL020,77.69,258.96,20.19,35.25,35.21,11.92
DL020,90.79,378.38,24.31,35.4,38.61,11.44
DL020,51.02,133.5,7.39,25.21,19.44,11.61
DL020,102.25,295.17,39.15,62.2,64.96,10.32
DL020,58.62,268.42,4.73,32.01,20.87,12.49
DL020,119.35,323.21,27.48,37.55,42.42,12.37
DL020,91.12,323.56,16.58,39.61,34.61,12.54
DL020,112.48,309.19,22.12,41.42,40.07,8.36
DL020,47.79,148.83,10.72,30.0,24.7,13.14
DL020,53.3,185.22,3.28,22.51,14.67,10.18
DL020,65.09,195.81,5.23,26.78,18.5,10.8
DL020,83.91,282.6,11.47,36.43,28.75,14.02
DL020,99.88,357.82,20.18,37.94,36.69,14.22
DL020,102.46,348.02,17.05,38.24,34.24,16.32
DL020,119.21,441.93,38.62,43.11,54.4,19.3
DL020,87.94,526.1,27.53,41.78,44.69,13.58
DL020,116.62,411.83,35.48,45.34,53.1,16.59
DL020,67.35,261.35,1.82,32.05,18.52,10.55
DL020,55.08,353.58,2.32,28.61,17.1,11.64
DL020,48.0,215.44,1.46,29.27,16.76,11.79
DL020,66.17,257.44,3.1,36.58,22.1,9.65
DL020,77.87,307.61,7.85,31.38,23.09,12.16
DL020,45.48,176.25,3.23,23.11,14.92,9.22
DL020,70.85,309.06,9.1,29.86,23.29,14.06
DL020,118.5,562.0,101.9,46.69,107.95,21.46
DL020,74.94,528.25,9.91,21.06,19.39,16.38
DL020,135.88,522.34,16.79,18.55,23.61,15.48
DL020,76.63,355.95,10.14,19.82,18.76,14.86
DL020,46.07,228.03,4.92,14.11,11.5,15.97
DL020,62.15,314.48,4.2,10.03,8.77,15.92
DL020,102.74,426.68,8.55,12.8,13.81,18.35
DL020,32.44,191.0,2.82,4.3,4.59,13.97
DL020,36.16,189.19,3.24,7.23,6.49,13.32
DL020,20.34,78.53,3.64,5.34,5.81,12.65
DL020,89.68,306.62,7.39,11.5,11.95,13.44
DL020,32.39,122.38,4.6,7.62,7.79,13.63
DL020,70.64,205.78,3.23,13.59,9.86,19.81
DL020,79.57,214.48,2.63,8.3,6.56,16.34
DL020,36.11,142.0,2.61,6.35,5.52,13.53
DL020,18.74,112.64,3.45,7.76,6.93,15.09
DL020,54.6,162.56,5.26,10.06,9.61,14.45
DL020,61.9,229.39,3.82,7.36,7.04,13.97
DL020,80.04,326.39,6.41,7.92,9.44,12.64
DL020,96.12,408.62,8.35,9.6,11.92,14.21
DL020,55.85,372.71,8.04,18.79,16.55,12.78
DL020,64.17,322.08,21.74,17.16,26.85,12.78
DL020,48.38,221.9,5.1,17.55,13.5,13.79
DL020,59.56,271.19,3.23,15.41,10.84,13.54
DL020,35.33,133.94,3.92,21.04,14.39,13.52
DL020,27.98,86.9,6.48,21.05,16.49,13.87
DL020,50.44,123.04,11.79,25.13,22.98,13.39
DL020,38.85,140.17,11.71,22.33,21.42,12.61
DL020,41.42,119.1,6.33,17.3,14.36,10.21
DL020,48.08,199.0,9.33,18.84,17.66,13.18
DL020,37.25,167.56,8.37,18.79,16.83,12.89
DL020,45.39,170.79,10.4,19.99,19.11,13.06
DL020,101.12,627.12,4.08,33.35,20.96,11.59
DL020,73.96,500.04,9.4,24.63,20.78,8.75
DL020,59.9,404.02,7.36,18.99,16.11,10.41
DL020,60.6,385.85,8.31,19.31,17.01,14.06
DL020,35.83,164.98,6.14,21.52,16.46,13.29
DL020,27.48,98.46,7.29,21.54,17.42,11.37
DL020,25.92,75.12,7.12,17.7,15.24,13.17
DL020,25.05,82.07,9.17,24.39,20.45,11.57
DL020,62.67,208.46,24.04,32.02,36.63,13.57
DL020,47.5,154.05,13.81,34.01,29.37,11.37
DL020,50.81,138.0,17.64,25.46,27.86,13.7
DL020,47.19,151.69,5.23,28.66,19.53,12.09
DL020,73.58,211.9,25.16,29.34,36.12,8.92
DL020,55.48,203.06,12.86,26.22,24.43,13.54
DL020,14.88,91.17,6.39,18.19,14.89,13.32
DL020,29.4,71.88,10.23,19.56,18.73,14.6
DL020,24.39,50.55,9.19,20.83,18.53,13.56
DL020,19.92,64.48,8.62,16.95,16.05,10.37
DL020,21.08,89.25,7.5,19.32,16.48,10.26
DL020,27.75,104.08,6.75,19.76,16.02,10.71
DL020,28.75,96.94,6.27,18.67,15.04,9.13
DL020,30.26,107.15,8.08,22.53,18.52,11.83
DL020,29.62,98.02,8.03,20.96,17.68,12.43
DL020,41.0,91.09,16.29,26.45,27.35,14.09
DL020,52.23,93.86,13.63,21.64,22.62,15.0
DL020,51.38,124.04,21.19,30.89,33.7,14.87
DL020,37.23,90.71,16.28,30.06,29.27,13.42
DL020,40.73,107.62,16.56,25.07,26.83,12.81
DL020,33.83,134.23,13.26,24.68,23.97,16.19
DL020,13.15,95.88,8.11,15.91,15.05,12.99
DL020,14.5,71.81,5.97,16.0,13.38,10.87
DL020,21.38,82.54,7.25,16.75,14.82,14.1
DL020,15.71,62.19,8.95,16.31,15.97,12.49
DL020,18.65,58.31,10.04,16.46,16.94,13.67
DL020,30.26,55.16,9.74,17.35,17.16,12.43
DL020,28.15,50.89,4.62,11.5,9.89,12.6
DL020,14.93,44.74,5.96,15.58,13.15,12.53
DL020,8.08,22.76,9.32,13.28,14.65,11.8
DL020,10.08,21.62,10.36,11.64,14.63,11.48
DL020,38.52,106.76,31.76,19.43,36.2,12.39
DL020,36.46,101.17,9.57,11.95,14.16,11.66
DL020,47.08,180.78,12.62,16.04,18.81,11.34
DL020,50.08,185.29,15.41,23.1,24.83,12.02
DL020,53.19,213.29,13.39,20.93,22.01,11.48
DL020,59.88,210.71,23.79,24.84,32.59,12.34
DL020,30.62,82.85,7.39,18.9,16.1,11.02
